A,B,C,D,E,F,G,H,I,J,K,L
,,,'3OAR120','ACACT4r','ECOAH6',,,,,,
,,,'3OAR120','ACACT4r','T2DECAI',,,,,,
,,,'3OAR120','ACACT5r','ACACT6r',,,,,,
,,,'3OAR120','ACACT5r','ECOAH6',,,,,,
,,,'3OAR120','ACACT5r','T2DECAI',,,,,,
,,,'3OAR120','ACACT6r','ACOAD1f',,,,,,
,,,'3OAR120','ACACT6r','ACOAD2f',,,,,,
,,,'3OAR120','ACACT6r','ACOAD3f',,,,,,
,,,'3OAR120','ACACT6r','ACOAD4f',,,,,,
,,,'3OAR120','ACACT6r','ACOAD5f',,,,,,
,,,'3OAR120','ACACT6r','ECOAH1',,,,,,
,,,'3OAR120','ACACT6r','ECOAH2',,,,,,
,,,'3OAR120','ACACT6r','ECOAH3',,,,,,
,,,'3OAR120','ACACT6r','ECOAH4',,,,,,
,,,'3OAR120','ACACT6r','ECOAH5',,,,,,
,,,'3OAR120','ACACT6r','HACD1',,,,,,
,,,'3OAR120','ACACT6r','HACD2',,,,,,
,,,'3OAR120','ACACT6r','HACD3',,,,,,
,,,'3OAR120','ACACT6r','HACD4',,,,,,
,,,'3OAR120','ACACT6r','HACD5',,,,,,
,,,'3OAR120','ACOAD1f','ECOAH6',,,,,,
,,,'3OAR120','ACOAD1f','T2DECAI',,,,,,
,,,'3OAR120','ACOAD2f','ECOAH6',,,,,,
,,,'3OAR120','ACOAD2f','T2DECAI',,,,,,
,,,'3OAR120','ACOAD3f','ECOAH6',,,,,,
,,,'3OAR120','ACOAD3f','T2DECAI',,,,,,
,,,'3OAR120','ACOAD4f','ECOAH6',,,,,,
,,,'3OAR120','ACOAD4f','T2DECAI',,,,,,
,,,'3OAR120','ACOAD5f','ECOAH6',,,,,,
,,,'3OAR120','ACOAD5f','T2DECAI',,,,,,
,,,'3OAR120','ECOAH1','ECOAH6',,,,,,
,,,'3OAR120','ECOAH1','T2DECAI',,,,,,
,,,'3OAR120','ECOAH2','ECOAH6',,,,,,
,,,'3OAR120','ECOAH2','T2DECAI',,,,,,
,,,'3OAR120','ECOAH3','ECOAH6',,,,,,
,,,'3OAR120','ECOAH3','T2DECAI',,,,,,
,,,'3OAR120','ECOAH4','ECOAH6',,,,,,
,,,'3OAR120','ECOAH4','T2DECAI',,,,,,
,,,'3OAR120','ECOAH5','ECOAH6',,,,,,
,,,'3OAR120','ECOAH5','T2DECAI',,,,,,
,,,'3OAR120','ECOAH6','HACD1',,,,,,
,,,'3OAR120','ECOAH6','HACD2',,,,,,
,,,'3OAR120','ECOAH6','HACD3',,,,,,
,,,'3OAR120','ECOAH6','HACD4',,,,,,
,,,'3OAR120','ECOAH6','HACD5',,,,,,
,,,'3OAR120','HACD1','T2DECAI',,,,,,
,,,'3OAR120','HACD2','T2DECAI',,,,,,
,,,'3OAR120','HACD3','T2DECAI',,,,,,
,,,'3OAR120','HACD4','T2DECAI',,,,,,
,,,'3OAR120','HACD5','T2DECAI',,,,,,
,,,'3OAR121','3OAS120','ACACT1r',,,,,,
,,,'3OAR121','3OAS120','ACACT2r',,,,,,
,,,'3OAR121','3OAS120','ACACT3r',,,,,,
,,,'3OAR121','3OAS120','ACACT4r',,,,,,
,,,'3OAR121','3OAS120','ACACT5r',,,,,,
,,,'3OAR121','3OAS120','ACOAD1f',,,,,,
,,,'3OAR121','3OAS120','ACOAD2f',,,,,,
,,,'3OAR121','3OAS120','ACOAD3f',,,,,,
,,,'3OAR121','3OAS120','ACOAD4f',,,,,,
,,,'3OAR121','3OAS120','ACOAD5f',,,,,,
,,,'3OAR121','3OAS120','ECOAH1',,,,,,
,,,'3OAR121','3OAS120','ECOAH2',,,,,,
,,,'3OAR121','3OAS120','ECOAH3',,,,,,
,,,'3OAR121','3OAS120','ECOAH4',,,,,,
,,,'3OAR121','3OAS120','ECOAH5',,,,,,
,,,'3OAR121','3OAS120','HACD1',,,,,,
,,,'3OAR121','3OAS120','HACD2',,,,,,
,,,'3OAR121','3OAS120','HACD3',,,,,,
,,,'3OAR121','3OAS120','HACD4',,,,,,
,,,'3OAR121','3OAS120','HACD5',,,,,,
,,,'3OAR121','AACPS2','AACPS4',,,,,,
,,,'3OAR121','AACPS2','CTECOAI7_copy1',,,,,,
,,,'3OAR121','AACPS2','FACOAE161',,,,,,
,,,'3OAR121','AACPS4','CTECOAI6_copy1',,,,,,
,,,'3OAR121','AACPS4','FACOAE141',,,,,,
,,,'3OAR121','CTECOAI6_copy1','CTECOAI7_copy1',,,,,,
,,,'3OAR121','CTECOAI6_copy1','FACOAE161',,,,,,
,,,'3OAR121','CTECOAI7_copy1','FACOAE141',,,,,,
,,,'3OAR121','FACOAE141','FACOAE161',,,,,,
,,,'3OAR141','3OAS120','ACACT1r',,,,,,
,,,'3OAR141','3OAS120','ACACT2r',,,,,,
,,,'3OAR141','3OAS120','ACACT3r',,,,,,
,,,'3OAR141','3OAS120','ACACT4r',,,,,,
,,,'3OAR141','3OAS120','ACACT5r',,,,,,
,,,'3OAR141','3OAS120','ACOAD1f',,,,,,
,,,'3OAR141','3OAS120','ACOAD2f',,,,,,
,,,'3OAR141','3OAS120','ACOAD3f',,,,,,
,,,'3OAR141','3OAS120','ACOAD4f',,,,,,
,,,'3OAR141','3OAS120','ACOAD5f',,,,,,
,,,'3OAR141','3OAS120','ECOAH1',,,,,,
,,,'3OAR141','3OAS120','ECOAH2',,,,,,
,,,'3OAR141','3OAS120','ECOAH3',,,,,,
,,,'3OAR141','3OAS120','ECOAH4',,,,,,
,,,'3OAR141','3OAS120','ECOAH5',,,,,,
,,,'3OAR141','3OAS120','HACD1',,,,,,
,,,'3OAR141','3OAS120','HACD2',,,,,,
,,,'3OAR141','3OAS120','HACD3',,,,,,
,,,'3OAR141','3OAS120','HACD4',,,,,,
,,,'3OAR141','3OAS120','HACD5',,,,,,
,,,'3OAR141','AACPS2','AACPS4',,,,,,
,,,'3OAR141','AACPS2','CTECOAI7_copy1',,,,,,
,,,'3OAR141','AACPS2','FACOAE161',,,,,,
,,,'3OAR141','AACPS4','CTECOAI6_copy1',,,,,,
,,,'3OAR141','AACPS4','FACOAE141',,,,,,
,,,'3OAR141','CTECOAI6_copy1','CTECOAI7_copy1',,,,,,
,,,'3OAR141','CTECOAI6_copy1','FACOAE161',,,,,,
,,,'3OAR141','CTECOAI7_copy1','FACOAE141',,,,,,
,,,'3OAR141','FACOAE141','FACOAE161',,,,,,
,,,'3OAR160','3OAR161','ACACT7r',,,,,,
,,,'3OAR160','3OAR161','ECOAH7',,,,,,
,,,'3OAR160','3OAR161','HACD7',,,,,,
,,,'3OAR160','3OAR181','ACOAD7f',,,,,,
,,,'3OAR160','3OAS161','ACACT7r',,,,,,
,,,'3OAR160','3OAS161','ECOAH7',,,,,,
,,,'3OAR160','3OAS161','HACD7',,,,,,
,,,'3OAR160','3OAS181','ACOAD7f',,,,,,
,,,'3OAR160','ACACT8r','ACOAD7f',,,,,,
,,,'3OAR160','ACOAD7f','ECOAH8',,,,,,
,,,'3OAR160','ACOAD7f','FACOAL181t2pp',,,,,,
,,,'3OAR161','3OAS160','ACACT7r',,,,,,
,,,'3OAR161','3OAS160','ECOAH7',,,,,,
,,,'3OAR161','3OAS160','HACD7',,,,,,
,,,'3OAR161','ACACT7r','ACOAD7f',,,,,,
,,,'3OAR161','ACOAD7f','ECOAH7',,,,,,
,,,'3OAR161','ACOAD7f','HACD7',,,,,,
,,,'3OAR181','3OAS160','ACOAD7f',,,,,,
,,,'3OAR40','AACPS9','ACACT4r',,,,,,
,,,'3OAR40','AACPS9','ACOAD4f',,,,,,
,,,'3OAR40','AACPS9','ECOAH4',,,,,,
,,,'3OAR40','AACPS9','HACD4',,,,,,
,,,'3OAR40','ACACT4r','FACOAE80',,,,,,
,,,'3OAR40','ACOAD4f','FACOAE80',,,,,,
,,,'3OAR40','ECOAH4','FACOAE80',,,,,,
,,,'3OAR40','FACOAE80','HACD4',,,,,,
,,,'3OAR60','AACPS9','ACACT4r',,,,,,
,,,'3OAR60','AACPS9','ACOAD4f',,,,,,
,,,'3OAR60','AACPS9','ECOAH4',,,,,,
,,,'3OAR60','AACPS9','HACD4',,,,,,
,,,'3OAR60','ACACT4r','FACOAE80',,,,,,
,,,'3OAR60','ACOAD4f','FACOAE80',,,,,,
,,,'3OAR60','ECOAH4','FACOAE80',,,,,,
,,,'3OAR60','FACOAE80','HACD4',,,,,,
,,,'3OAR80','AACPS9','ACACT4r',,,,,,
,,,'3OAR80','AACPS9','ACOAD4f',,,,,,
,,,'3OAR80','AACPS9','ECOAH4',,,,,,
,,,'3OAR80','AACPS9','HACD4',,,,,,
,,,'3OAR80','ACACT4r','FACOAE80',,,,,,
,,,'3OAR80','ACOAD4f','FACOAE80',,,,,,
,,,'3OAR80','ECOAH4','FACOAE80',,,,,,
,,,'3OAR80','FACOAE80','HACD4',,,,,,
,,,'3OAS100','3OAS120','ACACT5r',,,,,,
,,,'3OAS100','3OAS120','ACOAD5f',,,,,,
,,,'3OAS100','3OAS120','ECOAH5',,,,,,
,,,'3OAS100','3OAS120','HACD5',,,,,,
,,,'3OAS100','AACPS2','AACPS4',,,,,,
,,,'3OAS100','AACPS2','CTECOAI7_copy1',,,,,,
,,,'3OAS100','AACPS2','FACOAE161',,,,,,
,,,'3OAS100','AACPS4','CTECOAI6_copy1',,,,,,
,,,'3OAS100','AACPS4','FACOAE141',,,,,,
,,,'3OAS100','AACPS7','AACPS8',,,,,,
,,,'3OAS100','AACPS7','FACOAE100',,,,,,
,,,'3OAS100','AACPS8','ACACT5r',,,,,,
,,,'3OAS100','AACPS8','ACOAD5f',,,,,,
,,,'3OAS100','AACPS8','ECOAH5',,,,,,
,,,'3OAS100','AACPS8','FACOAE120',,,,,,
,,,'3OAS100','AACPS8','HACD5',,,,,,
,,,'3OAS100','ACACT5r','FACOAE100',,,,,,
,,,'3OAS100','ACOAD5f','FACOAE100',,,,,,
,,,'3OAS100','CTECOAI6_copy1','CTECOAI7_copy1',,,,,,
,,,'3OAS100','CTECOAI6_copy1','FACOAE161',,,,,,
,,,'3OAS100','CTECOAI7_copy1','FACOAE141',,,,,,
,,,'3OAS100','ECOAH5','FACOAE100',,,,,,
,,,'3OAS100','FACOAE100','FACOAE120',,,,,,
,,,'3OAS100','FACOAE100','HACD5',,,,,,
,,,'3OAS100','FACOAE141','FACOAE161',,,,,,
,,,'3OAS120','3OAS121','ACACT1r',,,,,,
,,,'3OAS120','3OAS121','ACACT2r',,,,,,
,,,'3OAS120','3OAS121','ACACT3r',,,,,,
,,,'3OAS120','3OAS121','ACACT4r',,,,,,
,,,'3OAS120','3OAS121','ACACT5r',,,,,,
,,,'3OAS120','3OAS121','ACOAD1f',,,,,,
,,,'3OAS120','3OAS121','ACOAD2f',,,,,,
,,,'3OAS120','3OAS121','ACOAD3f',,,,,,
,,,'3OAS120','3OAS121','ACOAD4f',,,,,,
,,,'3OAS120','3OAS121','ACOAD5f',,,,,,
,,,'3OAS120','3OAS121','ECOAH1',,,,,,
,,,'3OAS120','3OAS121','ECOAH2',,,,,,
,,,'3OAS120','3OAS121','ECOAH3',,,,,,
,,,'3OAS120','3OAS121','ECOAH4',,,,,,
,,,'3OAS120','3OAS121','ECOAH5',,,,,,
,,,'3OAS120','3OAS121','HACD1',,,,,,
,,,'3OAS120','3OAS121','HACD2',,,,,,
,,,'3OAS120','3OAS121','HACD3',,,,,,
,,,'3OAS120','3OAS121','HACD4',,,,,,
,,,'3OAS120','3OAS121','HACD5',,,,,,
,,,'3OAS120','3OAS141','ACACT1r',,,,,,
,,,'3OAS120','3OAS141','ACACT2r',,,,,,
,,,'3OAS120','3OAS141','ACACT3r',,,,,,
,,,'3OAS120','3OAS141','ACACT4r',,,,,,
,,,'3OAS120','3OAS141','ACACT5r',,,,,,
,,,'3OAS120','3OAS141','ACOAD1f',,,,,,
,,,'3OAS120','3OAS141','ACOAD2f',,,,,,
,,,'3OAS120','3OAS141','ACOAD3f',,,,,,
,,,'3OAS120','3OAS141','ACOAD4f',,,,,,
,,,'3OAS120','3OAS141','ACOAD5f',,,,,,
,,,'3OAS120','3OAS141','ECOAH1',,,,,,
,,,'3OAS120','3OAS141','ECOAH2',,,,,,
,,,'3OAS120','3OAS141','ECOAH3',,,,,,
,,,'3OAS120','3OAS141','ECOAH4',,,,,,
,,,'3OAS120','3OAS141','ECOAH5',,,,,,
,,,'3OAS120','3OAS141','HACD1',,,,,,
,,,'3OAS120','3OAS141','HACD2',,,,,,
,,,'3OAS120','3OAS141','HACD3',,,,,,
,,,'3OAS120','3OAS141','HACD4',,,,,,
,,,'3OAS120','3OAS141','HACD5',,,,,,
,,,'3OAS120','ACACT1r','ACACT6r',,,,,,
,,,'3OAS120','ACACT1r','ECOAH6',,,,,,
,,,'3OAS120','ACACT1r','T2DECAI',,,,,,
,,,'3OAS120','ACACT2r','ACACT6r',,,,,,
,,,'3OAS120','ACACT2r','ECOAH6',,,,,,
,,,'3OAS120','ACACT2r','T2DECAI',,,,,,
,,,'3OAS120','ACACT3r','ACACT6r',,,,,,
,,,'3OAS120','ACACT3r','ECOAH6',,,,,,
,,,'3OAS120','ACACT3r','T2DECAI',,,,,,
,,,'3OAS120','ACACT4r','ACACT6r',,,,,,
,,,'3OAS120','ACACT4r','ECOAH6',,,,,,
,,,'3OAS120','ACACT4r','T2DECAI',,,,,,
,,,'3OAS120','ACACT5r','ACACT6r',,,,,,
,,,'3OAS120','ACACT5r','ECOAH6',,,,,,
,,,'3OAS120','ACACT5r','T2DECAI',,,,,,
,,,'3OAS120','ACACT6r','ACOAD1f',,,,,,
,,,'3OAS120','ACACT6r','ACOAD2f',,,,,,
,,,'3OAS120','ACACT6r','ACOAD3f',,,,,,
,,,'3OAS120','ACACT6r','ACOAD4f',,,,,,
,,,'3OAS120','ACACT6r','ACOAD5f',,,,,,
,,,'3OAS120','ACACT6r','ECOAH1',,,,,,
,,,'3OAS120','ACACT6r','ECOAH2',,,,,,
,,,'3OAS120','ACACT6r','ECOAH3',,,,,,
,,,'3OAS120','ACACT6r','ECOAH4',,,,,,
,,,'3OAS120','ACACT6r','ECOAH5',,,,,,
,,,'3OAS120','ACACT6r','HACD1',,,,,,
,,,'3OAS120','ACACT6r','HACD2',,,,,,
,,,'3OAS120','ACACT6r','HACD3',,,,,,
,,,'3OAS120','ACACT6r','HACD4',,,,,,
,,,'3OAS120','ACACT6r','HACD5',,,,,,
,,,'3OAS120','ACOAD1f','ECOAH6',,,,,,
,,,'3OAS120','ACOAD1f','T2DECAI',,,,,,
,,,'3OAS120','ACOAD2f','ECOAH6',,,,,,
,,,'3OAS120','ACOAD2f','T2DECAI',,,,,,
,,,'3OAS120','ACOAD3f','ECOAH6',,,,,,
,,,'3OAS120','ACOAD3f','T2DECAI',,,,,,
,,,'3OAS120','ACOAD4f','ECOAH6',,,,,,
,,,'3OAS120','ACOAD4f','T2DECAI',,,,,,
,,,'3OAS120','ACOAD5f','ECOAH6',,,,,,
,,,'3OAS120','ACOAD5f','T2DECAI',,,,,,
,,,'3OAS120','ECOAH1','ECOAH6',,,,,,
,,,'3OAS120','ECOAH1','T2DECAI',,,,,,
,,,'3OAS120','ECOAH2','ECOAH6',,,,,,
,,,'3OAS120','ECOAH2','T2DECAI',,,,,,
,,,'3OAS120','ECOAH3','ECOAH6',,,,,,
,,,'3OAS120','ECOAH3','T2DECAI',,,,,,
,,,'3OAS120','ECOAH4','ECOAH6',,,,,,
,,,'3OAS120','ECOAH4','T2DECAI',,,,,,
,,,'3OAS120','ECOAH5','ECOAH6',,,,,,
,,,'3OAS120','ECOAH5','T2DECAI',,,,,,
,,,'3OAS120','ECOAH6','HACD1',,,,,,
,,,'3OAS120','ECOAH6','HACD2',,,,,,
,,,'3OAS120','ECOAH6','HACD3',,,,,,
,,,'3OAS120','ECOAH6','HACD4',,,,,,
,,,'3OAS120','ECOAH6','HACD5',,,,,,
,,,'3OAS120','HACD1','T2DECAI',,,,,,
,,,'3OAS120','HACD2','T2DECAI',,,,,,
,,,'3OAS120','HACD3','T2DECAI',,,,,,
,,,'3OAS120','HACD4','T2DECAI',,,,,,
,,,'3OAS120','HACD5','T2DECAI',,,,,,
,,,'3OAS121','AACPS2','AACPS4',,,,,,
,,,'3OAS121','AACPS2','CTECOAI7_copy1',,,,,,
,,,'3OAS121','AACPS2','FACOAE161',,,,,,
,,,'3OAS121','AACPS4','CTECOAI6_copy1',,,,,,
,,,'3OAS121','AACPS4','FACOAE141',,,,,,
,,,'3OAS121','CTECOAI6_copy1','CTECOAI7_copy1',,,,,,
,,,'3OAS121','CTECOAI6_copy1','FACOAE161',,,,,,
,,,'3OAS121','CTECOAI7_copy1','FACOAE141',,,,,,
,,,'3OAS121','FACOAE141','FACOAE161',,,,,,
,,,'3OAS141','AACPS2','AACPS4',,,,,,
,,,'3OAS141','AACPS2','CTECOAI7_copy1',,,,,,
,,,'3OAS141','AACPS2','FACOAE161',,,,,,
,,,'3OAS141','AACPS4','CTECOAI6_copy1',,,,,,
,,,'3OAS141','AACPS4','FACOAE141',,,,,,
,,,'3OAS141','CTECOAI6_copy1','CTECOAI7_copy1',,,,,,
,,,'3OAS141','CTECOAI6_copy1','FACOAE161',,,,,,
,,,'3OAS141','CTECOAI7_copy1','FACOAE141',,,,,,
,,,'3OAS141','FACOAE141','FACOAE161',,,,,,
,,,'3OAS160','3OAS161','ACACT7r',,,,,,
,,,'3OAS160','3OAS161','ECOAH7',,,,,,
,,,'3OAS160','3OAS161','HACD7',,,,,,
,,,'3OAS160','3OAS181','ACOAD7f',,,,,,
,,,'3OAS160','ACACT8r','ACOAD7f',,,,,,
,,,'3OAS160','ACOAD7f','ECOAH8',,,,,,
,,,'3OAS160','ACOAD7f','FACOAL181t2pp',,,,,,
,,,'3OAS161','ACACT7r','ACOAD7f',,,,,,
,,,'3OAS161','ACOAD7f','ECOAH7',,,,,,
,,,'3OAS161','ACOAD7f','HACD7',,,,,,
,,,'3OAS60','AACPS9','ACACT4r',,,,,,
,,,'3OAS60','AACPS9','ACOAD4f',,,,,,
,,,'3OAS60','AACPS9','ECOAH4',,,,,,
,,,'3OAS60','AACPS9','HACD4',,,,,,
,,,'3OAS60','ACACT4r','FACOAE80',,,,,,
,,,'3OAS60','ACOAD4f','FACOAE80',,,,,,
,,,'3OAS60','ECOAH4','FACOAE80',,,,,,
,,,'3OAS60','FACOAE80','HACD4',,,,,,
,,,'3OAS80','AACPS9','ACACT4r',,,,,,
,,,'3OAS80','AACPS9','ACOAD4f',,,,,,
,,,'3OAS80','AACPS9','ECOAH4',,,,,,
,,,'3OAS80','AACPS9','HACD4',,,,,,
,,,'3OAS80','ACACT4r','FACOAE80',,,,,,
,,,'3OAS80','ACOAD4f','FACOAE80',,,,,,
,,,'3OAS80','ECOAH4','FACOAE80',,,,,,
,,,'3OAS80','FACOAE80','HACD4',,,,,,
,,,'AACPS2','AACPS4','T2DECAI',,,,,,
,,,'AACPS2','CTECOAI7_copy1','T2DECAI',,,,,,
,,,'AACPS2','FACOAE161','T2DECAI',,,,,,
,,,'AACPS3','EAR160x','EAR160y',,,,,,
,,,'AACPS4','CTECOAI6_copy1','T2DECAI',,,,,,
,,,'AACPS4','EAR161x','EAR161y',,,,,,
,,,'AACPS4','FACOAE141','T2DECAI',,,,,,
,,,'AACPS7','EAR120x','EAR120y',,,,,,
,,,'ACACT1r','EAR40x','EAR40y',,,,,,
,,,'ACACT1r','EAR60x','EAR60y',,,,,,
,,,'ACACT1r','EAR80x','EAR80y',,,,,,
,,,'ACACT1r','KAS14','KAS15',,,,,,
,,,'ACACT2r','EAR40x','EAR40y',,,,,,
,,,'ACACT2r','EAR60x','EAR60y',,,,,,
,,,'ACACT2r','EAR80x','EAR80y',,,,,,
,,,'ACACT2r','KAS14','KAS15',,,,,,
,,,'ACACT3r','EAR40x','EAR40y',,,,,,
,,,'ACACT3r','EAR60x','EAR60y',,,,,,
,,,'ACACT3r','EAR80x','EAR80y',,,,,,
,,,'ACACT3r','KAS14','KAS15',,,,,,
,,,'ACCOAL','AKGDH','SUCOAS',,,,,,
,,,'ACKr','ACS','ACt2rpp',,,,,,
,,,'ACKr','ACS','ACtex',,,,,,
,,,'ACOAD1f','EAR40x','EAR40y',,,,,,
,,,'ACOAD1f','EAR60x','EAR60y',,,,,,
,,,'ACOAD1f','EAR80x','EAR80y',,,,,,
,,,'ACOAD1f','KAS14','KAS15',,,,,,
,,,'ACOAD2f','EAR40x','EAR40y',,,,,,
,,,'ACOAD2f','EAR60x','EAR60y',,,,,,
,,,'ACOAD2f','EAR80x','EAR80y',,,,,,
,,,'ACOAD2f','KAS14','KAS15',,,,,,
,,,'ACOAD3f','EAR40x','EAR40y',,,,,,
,,,'ACOAD3f','EAR60x','EAR60y',,,,,,
,,,'ACOAD3f','EAR80x','EAR80y',,,,,,
,,,'ACOAD3f','KAS14','KAS15',,,,,,
,,,'ACS','ACt2rpp','PTAr',,,,,,
,,,'ACS','ACtex','PTAr',,,,,,
,,,'ADK1','ADK3','PPM',,,,,,
,,,'ADK1','ADK3','PRPPS',,,,,,
,,,'ADK1','ADK3','R15BPK',,,,,,
,,,'ADK1','ADK3','R1PK',,,,,,
,,,'ADK1','NDPK1','PPM',,,,,,
,,,'ADK1','NDPK1','PRPPS',,,,,,
,,,'ADK1','NDPK1','R15BPK',,,,,,
,,,'ADK1','NDPK1','R1PK',,,,,,
,,,'AKGDH','PPCSCT','SUCOAS',,,,,,
,,,'ALLTAMH','CBMKr','CBPS',,,,,,
,,,'ALLTAMH','ICL','PPC',,,,,,
,,,'ALLTAMH','O2tex','PPC',,,,,,
,,,'ALLTAMH','O2tpp','PPC',,,,,,
,,,'ALLTAMH','PPC','SUCDi',,,,,,
,,,'ALLTN','CBMKr','CBPS',,,,,,
,,,'ALLTN','ICL','PPC',,,,,,
,,,'ALLTN','O2tex','PPC',,,,,,
,,,'ALLTN','O2tpp','PPC',,,,,,
,,,'ALLTN','PPC','SUCDi',,,,,,
,,,'ATPS4rpp','EDA','GAPD',,,,,,
,,,'ATPS4rpp','EDA','PGK',,,,,,
,,,'ATPS4rpp','EDD','GAPD',,,,,,
,,,'ATPS4rpp','EDD','PGK',,,,,,
,,,'ATPS4rpp','GAPD','TPI',,,,,,
,,,'ATPS4rpp','PGK','TPI',,,,,,
,,,'CBMKr','CBPS','OXAMTC',,,,,,
,,,'CBMKr','CBPS','URDGLYCD',,,,,,
,,,'CBMKr','CBPS','URIC',,,,,,
,,,'CBMKr','CBPS','XAND',,,,,,
,,,'CMPN','CYTK1','NTD4',,,,,,
,,,'CSND','CYTK1','NTD4',,,,,,
,,,'CTECOAI6_copy1','CTECOAI7_copy1','T2DECAI',,,,,,
,,,'CTECOAI6_copy1','FACOAE161','T2DECAI',,,,,,
,,,'CTECOAI7_copy1','EAR161x','EAR161y',,,,,,
,,,'CTECOAI7_copy1','FACOAE141','T2DECAI',,,,,,
,,,'DHBS','FE3abcpp','FESD1s',,,,,,
,,,'DHBS','FE3abcpp','FESR',,,,,,
,,,'DHBS','FE3abcpp','O2tex',,,,,,
,,,'DHBS','FE3abcpp','O2tpp',,,,,,
,,,'DHBS','FE3tex','O2tex',,,,,,
,,,'DHBSH','FE3abcpp','FESD1s',,,,,,
,,,'DHBSH','FE3abcpp','FESR',,,,,,
,,,'DHBSH','FE3abcpp','O2tex',,,,,,
,,,'DHBSH','FE3abcpp','O2tpp',,,,,,
,,,'DHBSH','FE3tex','O2tex',,,,,,
,,,'DHORD2','DHORD5','DHORDfum',,,,,,
,,,'DHORD5','DHORDfum','O2tex',,,,,,
,,,'DHORD5','DHORDfum','O2tpp',,,,,,
,,,'DHORDfum','FRD2','O2tex',,,,,,
,,,'DHORDfum','FRD2','O2tpp',,,,,,
,,,'DURIK1','DUTPDP','URIDK2r',,,,,,
,,,'EAR120x','EAR120y','FACOAE120',,,,,,
,,,'EAR160x','EAR160y','FACOAE160',,,,,,
,,,'EAR161x','EAR161y','FACOAE161',,,,,,
,,,'EAR40x','EAR40y','ECOAH1',,,,,,
,,,'EAR40x','EAR40y','ECOAH2',,,,,,
,,,'EAR40x','EAR40y','ECOAH3',,,,,,
,,,'EAR40x','EAR40y','HACD1',,,,,,
,,,'EAR40x','EAR40y','HACD2',,,,,,
,,,'EAR40x','EAR40y','HACD3',,,,,,
,,,'EAR60x','EAR60y','ECOAH1',,,,,,
,,,'EAR60x','EAR60y','ECOAH2',,,,,,
,,,'EAR60x','EAR60y','ECOAH3',,,,,,
,,,'EAR60x','EAR60y','HACD1',,,,,,
,,,'EAR60x','EAR60y','HACD2',,,,,,
,,,'EAR60x','EAR60y','HACD3',,,,,,
,,,'EAR80x','EAR80y','ECOAH1',,,,,,
,,,'EAR80x','EAR80y','ECOAH2',,,,,,
,,,'EAR80x','EAR80y','ECOAH3',,,,,,
,,,'EAR80x','EAR80y','HACD1',,,,,,
,,,'EAR80x','EAR80y','HACD2',,,,,,
,,,'EAR80x','EAR80y','HACD3',,,,,,
,,,'ECOAH1','KAS14','KAS15',,,,,,
,,,'ECOAH2','KAS14','KAS15',,,,,,
,,,'ECOAH3','KAS14','KAS15',,,,,,
,,,'ENO','FUM','PPS',,,,,,
,,,'ENO','MALS','PPS',,,,,,
,,,'ENO','PPCK','PPS',,,,,,
,,,'ENTCS','FE3abcpp','FESD1s',,,,,,
,,,'ENTCS','FE3abcpp','FESR',,,,,,
,,,'ENTCS','FE3abcpp','O2tex',,,,,,
,,,'ENTCS','FE3abcpp','O2tpp',,,,,,
,,,'ENTCS','FE3tex','O2tex',,,,,,
,,,'ENTERES2','FE3abcpp','FESD1s',,,,,,
,,,'ENTERES2','FE3abcpp','FESR',,,,,,
,,,'ENTERES2','FE3abcpp','O2tex',,,,,,
,,,'ENTERES2','FE3abcpp','O2tpp',,,,,,
,,,'ENTERES2','FE3tex','O2tex',,,,,,
,,,'FACOAE141','FACOAE161','T2DECAI',,,,,,
,,,'FBA3','RPE','TALA',,,,,,
,,,'FBA3','TALA','TKT2',,,,,,
,,,'FE3abcpp','FEENTERabcpp','FESD1s',,,,,,
,,,'FE3abcpp','FEENTERabcpp','FESR',,,,,,
,,,'FE3abcpp','FEENTERabcpp','O2tex',,,,,,
,,,'FE3abcpp','FEENTERabcpp','O2tpp',,,,,,
,,,'FE3abcpp','FEENTERexs','FESD1s',,,,,,
,,,'FE3abcpp','FEENTERexs','FESR',,,,,,
,,,'FE3abcpp','FEENTERexs','O2tex',,,,,,
,,,'FE3abcpp','FEENTERexs','O2tpp',,,,,,
,,,'FE3abcpp','FEENTERtex','FESD1s',,,,,,
,,,'FE3abcpp','FEENTERtex','FESR',,,,,,
,,,'FE3abcpp','FEENTERtex','O2tex',,,,,,
,,,'FE3abcpp','FEENTERtex','O2tpp',,,,,,
,,,'FE3abcpp','FEENTERtonex','FESD1s',,,,,,
,,,'FE3abcpp','FEENTERtonex','FESR',,,,,,
,,,'FE3abcpp','FEENTERtonex','O2tex',,,,,,
,,,'FE3abcpp','FEENTERtonex','O2tpp',,,,,,
,,,'FE3abcpp','FEENTERtpp','FESD1s',,,,,,
,,,'FE3abcpp','FEENTERtpp','FESR',,,,,,
,,,'FE3abcpp','FEENTERtpp','O2tex',,,,,,
,,,'FE3abcpp','FEENTERtpp','O2tpp',,,,,,
,,,'FE3abcpp','FESD1s','SERASr',,,,,,
,,,'FE3abcpp','FESR','SERASr',,,,,,
,,,'FE3abcpp','O2tex','SERASr',,,,,,
,,,'FE3abcpp','O2tpp','SERASr',,,,,,
,,,'FE3tex','FEENTERabcpp','O2tex',,,,,,
,,,'FE3tex','FEENTERexs','O2tex',,,,,,
,,,'FE3tex','FEENTERtex','O2tex',,,,,,
